ym_end,beta,se,t
1403-01,0.11890288713248368,0.03473299247049511,3.4233412866308304
1403-02,0.11800490536256694,0.034748464461684975,3.395974676598553
1403-03,0.11950031910165515,0.03433421908099688,3.4805020268480646
1403-04,0.11168640689804742,0.033108437058315246,3.373351834800585
1403-05,0.12958235204689353,0.03577119312107237,3.622533685368134
1403-06,0.13013685873240977,0.035952261049422965,3.619712778384448
1403-07,0.11187641763826553,0.034584619723912365,3.234860424413236
1403-08,0.10214636060460938,0.037786776011190425,2.7032303728256437
1403-09,0.09506874992929651,0.03903312405841673,2.435591621798378
1403-10,0.09345261427698989,0.0400840221358813,2.3314180887385443
1403-11,0.09863289348406483,0.039410953379469364,2.5026771754130257
1403-12,0.09647605298030323,0.0394062094981687,2.4482449392851833
