date_gregorian,date_jalali,year_jalali,month_jalali,series_id,value,unit,source,year_gregorian,indicator_code,country_iso3,description,ilo_source
2021-01-01,,1400,,earnings_lcu_tur,4025.438,LCU per month,ILOSTAT (rplumber.ilo.org),2021,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2022-01-01,,1401,,earnings_lcu_tur,6804.076,LCU per month,ILOSTAT (rplumber.ilo.org),2022,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2023-01-01,,1402,,earnings_lcu_tur,14445.936,LCU per month,ILOSTAT (rplumber.ilo.org),2023,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2024-01-01,,1403,,earnings_lcu_tur,28173.303,LCU per month,ILOSTAT (rplumber.ilo.org),2024,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2025-01-01,,1404,,earnings_lcu_tur,39486.797,LCU per month,ILOSTAT (rplumber.ilo.org),2025,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
1990-01-01,,1369,,earnings_ppp_egy,463.746,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1990,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1991-01-01,,1370,,earnings_ppp_egy,433.025,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1991,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1992-01-01,,1371,,earnings_ppp_egy,425.871,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1992,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1993-01-01,,1372,,earnings_ppp_egy,464.493,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1993,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1994-01-01,,1373,,earnings_ppp_egy,475.461,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1994,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1995-01-01,,1374,,earnings_ppp_egy,453.219,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1995,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1996-01-01,,1375,,earnings_ppp_egy,489.626,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1996,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1997-01-01,,1376,,earnings_ppp_egy,517.62,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1997,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1998-01-01,,1377,,earnings_ppp_egy,534.434,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1998,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
1999-01-01,,1378,,earnings_ppp_egy,670.471,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),1999,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2000-01-01,,1379,,earnings_ppp_egy,764.681,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2000,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2001-01-01,,1380,,earnings_ppp_egy,730.874,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2001,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2002-01-01,,1381,,earnings_ppp_egy,764.919,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2002,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2003-01-01,,1382,,earnings_ppp_egy,799.056,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2003,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2004-01-01,,1383,,earnings_ppp_egy,805.147,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2004,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2005-01-01,,1384,,earnings_ppp_egy,864.835,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2005,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2006-01-01,,1385,,earnings_ppp_egy,917.477,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2006,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2007-01-01,,1386,,earnings_ppp_egy,949.905,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2007,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,CA:1102
2008-01-01,,1387,,earnings_ppp_egy,54.425,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2008,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2009-01-01,,1388,,earnings_ppp_egy,163.668,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2009,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2010-01-01,,1389,,earnings_ppp_egy,473.133,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2010,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2011-01-01,,1390,,earnings_ppp_egy,555.979,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2011,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2012-01-01,,1391,,earnings_ppp_egy,750.576,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2012,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2013-01-01,,1392,,earnings_ppp_egy,729.309,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2013,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2015-01-01,,1394,,earnings_ppp_egy,774.111,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2015,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2016-01-01,,1395,,earnings_ppp_egy,739.303,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2016,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2017-01-01,,1396,,earnings_ppp_egy,629.311,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2017,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2018-01-01,,1397,,earnings_ppp_egy,612.203,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2018,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2019-01-01,,1398,,earnings_ppp_egy,651.951,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2019,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2020-01-01,,1399,,earnings_ppp_egy,664.189,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2020,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2021-01-01,,1400,,earnings_ppp_egy,707.953,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2021,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2022-01-01,,1401,,earnings_ppp_egy,747.032,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2022,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2023-01-01,,1402,,earnings_ppp_egy,697.046,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2023,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2024-01-01,,1403,,earnings_ppp_egy,712.555,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2024,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2009-01-01,,1388,,earnings_ppp_tur,883.065,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2009,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2010-01-01,,1389,,earnings_ppp_tur,928.212,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2010,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2011-01-01,,1390,,earnings_ppp_tur,996.454,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2011,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2012-01-01,,1391,,earnings_ppp_tur,1045.356,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2012,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2013-01-01,,1392,,earnings_ppp_tur,1087.118,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2013,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2014-01-01,,1393,,earnings_ppp_tur,1126.086,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2014,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2015-01-01,,1394,,earnings_ppp_tur,1164.837,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2015,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2016-01-01,,1395,,earnings_ppp_tur,1268.812,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2016,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2017-01-01,,1396,,earnings_ppp_tur,1254.204,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2017,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2018-01-01,,1397,,earnings_ppp_tur,1262.412,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2018,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2019-01-01,,1398,,earnings_ppp_tur,1378.928,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2019,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2020-01-01,,1399,,earnings_ppp_tur,1351.278,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2020,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2021-01-01,,1400,,earnings_ppp_tur,1308.458,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2021,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2022-01-01,,1401,,earnings_ppp_tur,1399.086,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2022,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2023-01-01,,1402,,earnings_ppp_tur,1877.056,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2023,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2024-01-01,,1403,,earnings_ppp_tur,2244.586,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2024,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2025-01-01,,1404,,earnings_ppp_tur,2225.313,2021 PPP USD per month,ILOSTAT (rplumber.ilo.org),2025,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
1990-01-01,,1369,,emp_pop_ratio_egy,45.326,percent of working-age population,ILOSTAT (rplumber.ilo.org),1990,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1991-01-01,,1370,,emp_pop_ratio_egy,41.409,percent of working-age population,ILOSTAT (rplumber.ilo.org),1991,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1992-01-01,,1371,,emp_pop_ratio_egy,42.832,percent of working-age population,ILOSTAT (rplumber.ilo.org),1992,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1993-01-01,,1372,,emp_pop_ratio_egy,42.687,percent of working-age population,ILOSTAT (rplumber.ilo.org),1993,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1994-01-01,,1373,,emp_pop_ratio_egy,43.378,percent of working-age population,ILOSTAT (rplumber.ilo.org),1994,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1995-01-01,,1374,,emp_pop_ratio_egy,42.349,percent of working-age population,ILOSTAT (rplumber.ilo.org),1995,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1996-01-01,,1375,,emp_pop_ratio_egy,42.644,percent of working-age population,ILOSTAT (rplumber.ilo.org),1996,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),AA:1101
1998-01-01,,1377,,emp_pop_ratio_egy,42.309,percent of working-age population,ILOSTAT (rplumber.ilo.org),1998,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1999-01-01,,1378,,emp_pop_ratio_egy,43.739,percent of working-age population,ILOSTAT (rplumber.ilo.org),1999,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2000-01-01,,1379,,emp_pop_ratio_egy,26.939,percent of working-age population,ILOSTAT (rplumber.ilo.org),2000,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2001-01-01,,1380,,emp_pop_ratio_egy,40.772,percent of working-age population,ILOSTAT (rplumber.ilo.org),2001,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2002-01-01,,1381,,emp_pop_ratio_egy,38.867,percent of working-age population,ILOSTAT (rplumber.ilo.org),2002,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2005-01-01,,1384,,emp_pop_ratio_egy,43.948,percent of working-age population,ILOSTAT (rplumber.ilo.org),2005,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2006-01-01,,1385,,emp_pop_ratio_egy,42.043,percent of working-age population,ILOSTAT (rplumber.ilo.org),2006,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2007-01-01,,1386,,emp_pop_ratio_egy,43.707,percent of working-age population,ILOSTAT (rplumber.ilo.org),2007,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2008-01-01,,1387,,emp_pop_ratio_egy,43.501,percent of working-age population,ILOSTAT (rplumber.ilo.org),2008,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2009-01-01,,1388,,emp_pop_ratio_egy,43.549,percent of working-age population,ILOSTAT (rplumber.ilo.org),2009,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2010-01-01,,1389,,emp_pop_ratio_egy,45.045,percent of working-age population,ILOSTAT (rplumber.ilo.org),2010,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2011-01-01,,1390,,emp_pop_ratio_egy,43.005,percent of working-age population,ILOSTAT (rplumber.ilo.org),2011,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2012-01-01,,1391,,emp_pop_ratio_egy,42.385,percent of working-age population,ILOSTAT (rplumber.ilo.org),2012,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2013-01-01,,1392,,emp_pop_ratio_egy,42.065,percent of working-age population,ILOSTAT (rplumber.ilo.org),2013,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2014-01-01,,1393,,emp_pop_ratio_egy,41.811,percent of working-age population,ILOSTAT (rplumber.ilo.org),2014,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2015-01-01,,1394,,emp_pop_ratio_egy,40.846,percent of working-age population,ILOSTAT (rplumber.ilo.org),2015,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2016-01-01,,1395,,emp_pop_ratio_egy,40.825,percent of working-age population,ILOSTAT (rplumber.ilo.org),2016,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2017-01-01,,1396,,emp_pop_ratio_egy,39.661,percent of working-age population,ILOSTAT (rplumber.ilo.org),2017,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2018-01-01,,1397,,emp_pop_ratio_egy,39.031,percent of working-age population,ILOSTAT (rplumber.ilo.org),2018,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2019-01-01,,1398,,emp_pop_ratio_egy,38.885,percent of working-age population,ILOSTAT (rplumber.ilo.org),2019,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2020-01-01,,1399,,emp_pop_ratio_egy,38.297,percent of working-age population,ILOSTAT (rplumber.ilo.org),2020,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2021-01-01,,1400,,emp_pop_ratio_egy,39.788,percent of working-age population,ILOSTAT (rplumber.ilo.org),2021,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2022-01-01,,1401,,emp_pop_ratio_egy,39.691,percent of working-age population,ILOSTAT (rplumber.ilo.org),2022,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2023-01-01,,1402,,emp_pop_ratio_egy,41.653,percent of working-age population,ILOSTAT (rplumber.ilo.org),2023,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
2024-01-01,,1403,,emp_pop_ratio_egy,45.104,percent of working-age population,ILOSTAT (rplumber.ilo.org),2024,EMP_DWAP_SEX_AGE_RT_A,EGY,Employment-to-population ratio (LFS),BA:582
1991-01-01,,1370,,emp_pop_ratio_irn,33.9,percent of working-age population,ILOSTAT (rplumber.ilo.org),1991,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),AA:1267
1996-01-01,,1375,,emp_pop_ratio_irn,40.145,percent of working-age population,ILOSTAT (rplumber.ilo.org),1996,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),AA:1267
2005-01-01,,1384,,emp_pop_ratio_irn,40.075,percent of working-age population,ILOSTAT (rplumber.ilo.org),2005,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2006-01-01,,1385,,emp_pop_ratio_irn,39.435,percent of working-age population,ILOSTAT (rplumber.ilo.org),2006,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2007-01-01,,1386,,emp_pop_ratio_irn,38.956,percent of working-age population,ILOSTAT (rplumber.ilo.org),2007,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2008-01-01,,1387,,emp_pop_ratio_irn,37.036,percent of working-age population,ILOSTAT (rplumber.ilo.org),2008,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2009-01-01,,1388,,emp_pop_ratio_irn,37.237,percent of working-age population,ILOSTAT (rplumber.ilo.org),2009,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2010-01-01,,1389,,emp_pop_ratio_irn,35.905,percent of working-age population,ILOSTAT (rplumber.ilo.org),2010,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2011-01-01,,1390,,emp_pop_ratio_irn,34.993,percent of working-age population,ILOSTAT (rplumber.ilo.org),2011,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2012-01-01,,1391,,emp_pop_ratio_irn,35.58,percent of working-age population,ILOSTAT (rplumber.ilo.org),2012,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2013-01-01,,1392,,emp_pop_ratio_irn,36.243,percent of working-age population,ILOSTAT (rplumber.ilo.org),2013,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2014-01-01,,1393,,emp_pop_ratio_irn,35.931,percent of working-age population,ILOSTAT (rplumber.ilo.org),2014,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2015-01-01,,1394,,emp_pop_ratio_irn,36.736,percent of working-age population,ILOSTAT (rplumber.ilo.org),2015,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2016-01-01,,1395,,emp_pop_ratio_irn,37.212,percent of working-age population,ILOSTAT (rplumber.ilo.org),2016,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2017-01-01,,1396,,emp_pop_ratio_irn,38.386,percent of working-age population,ILOSTAT (rplumber.ilo.org),2017,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2018-01-01,,1397,,emp_pop_ratio_irn,38.656,percent of working-age population,ILOSTAT (rplumber.ilo.org),2018,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2019-01-01,,1398,,emp_pop_ratio_irn,39.0,percent of working-age population,ILOSTAT (rplumber.ilo.org),2019,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2020-01-01,,1399,,emp_pop_ratio_irn,36.982,percent of working-age population,ILOSTAT (rplumber.ilo.org),2020,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2021-01-01,,1400,,emp_pop_ratio_irn,36.807,percent of working-age population,ILOSTAT (rplumber.ilo.org),2021,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2022-01-01,,1401,,emp_pop_ratio_irn,36.852,percent of working-age population,ILOSTAT (rplumber.ilo.org),2022,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2023-01-01,,1402,,emp_pop_ratio_irn,37.608,percent of working-age population,ILOSTAT (rplumber.ilo.org),2023,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
2024-01-01,,1403,,emp_pop_ratio_irn,37.601,percent of working-age population,ILOSTAT (rplumber.ilo.org),2024,EMP_DWAP_SEX_AGE_RT_A,IRN,Employment-to-population ratio (LFS),BA:675
1990-01-01,,1369,,emp_pop_ratio_tur,52.077,percent of working-age population,ILOSTAT (rplumber.ilo.org),1990,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2000-01-01,,1379,,emp_pop_ratio_tur,46.7,percent of working-age population,ILOSTAT (rplumber.ilo.org),2000,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2001-01-01,,1380,,emp_pop_ratio_tur,45.643,percent of working-age population,ILOSTAT (rplumber.ilo.org),2001,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2002-01-01,,1381,,emp_pop_ratio_tur,44.449,percent of working-age population,ILOSTAT (rplumber.ilo.org),2002,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2003-01-01,,1382,,emp_pop_ratio_tur,43.235,percent of working-age population,ILOSTAT (rplumber.ilo.org),2003,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2004-01-01,,1383,,emp_pop_ratio_tur,41.292,percent of working-age population,ILOSTAT (rplumber.ilo.org),2004,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2005-01-01,,1384,,emp_pop_ratio_tur,41.495,percent of working-age population,ILOSTAT (rplumber.ilo.org),2005,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2006-01-01,,1385,,emp_pop_ratio_tur,41.532,percent of working-age population,ILOSTAT (rplumber.ilo.org),2006,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2007-01-01,,1386,,emp_pop_ratio_tur,41.481,percent of working-age population,ILOSTAT (rplumber.ilo.org),2007,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2008-01-01,,1387,,emp_pop_ratio_tur,41.743,percent of working-age population,ILOSTAT (rplumber.ilo.org),2008,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2009-01-01,,1388,,emp_pop_ratio_tur,41.167,percent of working-age population,ILOSTAT (rplumber.ilo.org),2009,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2010-01-01,,1389,,emp_pop_ratio_tur,43.003,percent of working-age population,ILOSTAT (rplumber.ilo.org),2010,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2011-01-01,,1390,,emp_pop_ratio_tur,44.989,percent of working-age population,ILOSTAT (rplumber.ilo.org),2011,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2012-01-01,,1391,,emp_pop_ratio_tur,45.356,percent of working-age population,ILOSTAT (rplumber.ilo.org),2012,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2013-01-01,,1392,,emp_pop_ratio_tur,45.899,percent of working-age population,ILOSTAT (rplumber.ilo.org),2013,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2014-01-01,,1393,,emp_pop_ratio_tur,45.507,percent of working-age population,ILOSTAT (rplumber.ilo.org),2014,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2015-01-01,,1394,,emp_pop_ratio_tur,46.013,percent of working-age population,ILOSTAT (rplumber.ilo.org),2015,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2016-01-01,,1395,,emp_pop_ratio_tur,46.33,percent of working-age population,ILOSTAT (rplumber.ilo.org),2016,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2017-01-01,,1396,,emp_pop_ratio_tur,47.065,percent of working-age population,ILOSTAT (rplumber.ilo.org),2017,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2018-01-01,,1397,,emp_pop_ratio_tur,47.379,percent of working-age population,ILOSTAT (rplumber.ilo.org),2018,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2019-01-01,,1398,,emp_pop_ratio_tur,45.681,percent of working-age population,ILOSTAT (rplumber.ilo.org),2019,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2020-01-01,,1399,,emp_pop_ratio_tur,42.845,percent of working-age population,ILOSTAT (rplumber.ilo.org),2020,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
2021-01-01,,1400,,emp_pop_ratio_tur,45.204,percent of working-age population,ILOSTAT (rplumber.ilo.org),2021,EMP_DWAP_SEX_AGE_RT_A,TUR,Employment-to-population ratio (LFS),BA:622
