date_gregorian,date_jalali,year_jalali,month_jalali,series_id,value,unit,source,year_gregorian,indicator_code,country_iso3,description,ilo_source
2018-01-01,,1397,,earnings_lcu_egy,2245.307,LCU per month,ILOSTAT (rplumber.ilo.org),2018,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2019-01-01,,1398,,earnings_lcu_egy,2592.565,LCU per month,ILOSTAT (rplumber.ilo.org),2019,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2020-01-01,,1399,,earnings_lcu_egy,2705.454,LCU per month,ILOSTAT (rplumber.ilo.org),2020,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2021-01-01,,1400,,earnings_lcu_egy,2912.839,LCU per month,ILOSTAT (rplumber.ilo.org),2021,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2022-01-01,,1401,,earnings_lcu_egy,3241.331,LCU per month,ILOSTAT (rplumber.ilo.org),2022,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2023-01-01,,1402,,earnings_lcu_egy,3889.176,LCU per month,ILOSTAT (rplumber.ilo.org),2023,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2024-01-01,,1403,,earnings_lcu_egy,4953.561,LCU per month,ILOSTAT (rplumber.ilo.org),2024,EAR_EMTA_SEX_CUR_NB_A,EGY,Average monthly earnings of employees,BA:582
2005-01-01,,1384,,earnings_lcu_tur,597.153,LCU per month,ILOSTAT (rplumber.ilo.org),2005,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2006-01-01,,1385,,earnings_lcu_tur,676.075,LCU per month,ILOSTAT (rplumber.ilo.org),2006,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2007-01-01,,1386,,earnings_lcu_tur,761.017,LCU per month,ILOSTAT (rplumber.ilo.org),2007,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2008-01-01,,1387,,earnings_lcu_tur,867.804,LCU per month,ILOSTAT (rplumber.ilo.org),2008,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2009-01-01,,1388,,earnings_lcu_tur,958.723,LCU per month,ILOSTAT (rplumber.ilo.org),2009,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2010-01-01,,1389,,earnings_lcu_tur,1034.533,LCU per month,ILOSTAT (rplumber.ilo.org),2010,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2011-01-01,,1390,,earnings_lcu_tur,1144.197,LCU per month,ILOSTAT (rplumber.ilo.org),2011,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2012-01-01,,1391,,earnings_lcu_tur,1286.271,LCU per month,ILOSTAT (rplumber.ilo.org),2012,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2013-01-01,,1392,,earnings_lcu_tur,1410.372,LCU per month,ILOSTAT (rplumber.ilo.org),2013,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2014-01-01,,1393,,earnings_lcu_tur,1541.999,LCU per month,ILOSTAT (rplumber.ilo.org),2014,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2015-01-01,,1394,,earnings_lcu_tur,1683.984,LCU per month,ILOSTAT (rplumber.ilo.org),2015,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2016-01-01,,1395,,earnings_lcu_tur,1973.197,LCU per month,ILOSTAT (rplumber.ilo.org),2016,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2017-01-01,,1396,,earnings_lcu_tur,2141.934,LCU per month,ILOSTAT (rplumber.ilo.org),2017,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2018-01-01,,1397,,earnings_lcu_tur,2438.058,LCU per month,ILOSTAT (rplumber.ilo.org),2018,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2019-01-01,,1398,,earnings_lcu_tur,2951.546,LCU per month,ILOSTAT (rplumber.ilo.org),2019,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
2020-01-01,,1399,,earnings_lcu_tur,3426.625,LCU per month,ILOSTAT (rplumber.ilo.org),2020,EAR_EMTA_SEX_CUR_NB_A,TUR,Average monthly earnings of employees,BA:622
