date_gregorian,date_jalali,year_jalali,month_jalali,series_id,value,unit,source,month_end
2012-08-22,1391-06-01,1391,6,aed_free_market,6385.4,IRR per AED,tgju.org API (Jalali-month mean),6640.0
2012-09-22,1391-07-01,1391,7,aed_free_market,8453.88,IRR per AED,tgju.org API (Jalali-month mean),8987.0
2012-10-22,1391-08-01,1391,8,aed_free_market,8701.72,IRR per AED,tgju.org API (Jalali-month mean),8650.0
2012-11-21,1391-09-01,1391,9,aed_free_market,8689.454545454546,IRR per AED,tgju.org API (Jalali-month mean),8748.0
2012-12-21,1391-10-01,1391,10,aed_free_market,8978.263157894737,IRR per AED,tgju.org API (Jalali-month mean),9280.0
2013-01-20,1391-11-01,1391,11,aed_free_market,10017.684210526317,IRR per AED,tgju.org API (Jalali-month mean),10220.0
2013-02-19,1391-12-01,1391,12,aed_free_market,9757.736842105263,IRR per AED,tgju.org API (Jalali-month mean),9580.0
2013-03-21,1392-01-01,1392,1,aed_free_market,9631.411764705885,IRR per AED,tgju.org API (Jalali-month mean),9710.0
2013-04-21,1392-02-01,1392,2,aed_free_market,9694.578947368422,IRR per AED,tgju.org API (Jalali-month mean),9650.0
2013-05-22,1392-03-01,1392,3,aed_free_market,9781.722222222224,IRR per AED,tgju.org API (Jalali-month mean),9010.0
2013-06-22,1392-04-01,1392,4,aed_free_market,8971.25,IRR per AED,tgju.org API (Jalali-month mean),8550.0
2013-07-23,1392-05-01,1392,5,aed_free_market,8668.263157894737,IRR per AED,tgju.org API (Jalali-month mean),8500.0
2013-08-23,1392-06-01,1392,6,aed_free_market,8659.631578947368,IRR per AED,tgju.org API (Jalali-month mean),8050.0
2013-09-23,1392-07-01,1392,7,aed_free_market,8286.952380952382,IRR per AED,tgju.org API (Jalali-month mean),8209.0
2013-10-23,1392-08-01,1392,8,aed_free_market,8217.25,IRR per AED,tgju.org API (Jalali-month mean),8150.0
2013-11-22,1392-09-01,1392,9,aed_free_market,8066.857142857143,IRR per AED,tgju.org API (Jalali-month mean),8049.0
2013-12-22,1392-10-01,1392,10,aed_free_market,8123.823529411765,IRR per AED,tgju.org API (Jalali-month mean),7980.0
2014-01-21,1392-11-01,1392,11,aed_free_market,8065.111111111111,IRR per AED,tgju.org API (Jalali-month mean),8089.0
2014-02-20,1392-12-01,1392,12,aed_free_market,8260.2,IRR per AED,tgju.org API (Jalali-month mean),8174.0
2014-03-21,1393-01-01,1393,1,aed_free_market,8232.42857142857,IRR per AED,tgju.org API (Jalali-month mean),9005.0
2014-04-21,1393-02-01,1393,2,aed_free_market,8799.47619047619,IRR per AED,tgju.org API (Jalali-month mean),8997.0
2014-05-22,1393-03-01,1393,3,aed_free_market,8857.470588235294,IRR per AED,tgju.org API (Jalali-month mean),8690.0
2014-06-22,1393-04-01,1393,4,aed_free_market,8533.041666666666,IRR per AED,tgju.org API (Jalali-month mean),8520.0
2014-07-23,1393-05-01,1393,5,aed_free_market,8523.894736842105,IRR per AED,tgju.org API (Jalali-month mean),8470.0
2014-08-23,1393-06-01,1393,6,aed_free_market,8666.958333333334,IRR per AED,tgju.org API (Jalali-month mean),8710.0
2014-09-23,1393-07-01,1393,7,aed_free_market,8859.3,IRR per AED,tgju.org API (Jalali-month mean),8839.0
2014-10-23,1393-08-01,1393,8,aed_free_market,8892.57142857143,IRR per AED,tgju.org API (Jalali-month mean),8884.0
2014-11-22,1393-09-01,1393,9,aed_free_market,9320.954545454546,IRR per AED,tgju.org API (Jalali-month mean),9760.0
2014-12-22,1393-10-01,1393,10,aed_free_market,9594.47619047619,IRR per AED,tgju.org API (Jalali-month mean),9480.0
2015-01-21,1393-11-01,1393,11,aed_free_market,9420.3,IRR per AED,tgju.org API (Jalali-month mean),9352.0
2015-02-20,1393-12-01,1393,12,aed_free_market,9263.45,IRR per AED,tgju.org API (Jalali-month mean),9128.0
2015-03-21,1394-01-01,1394,1,aed_free_market,9101.611111111111,IRR per AED,tgju.org API (Jalali-month mean),9140.0
2015-04-21,1394-02-01,1394,2,aed_free_market,9082.222222222224,IRR per AED,tgju.org API (Jalali-month mean),9034.0
2015-05-22,1394-03-01,1394,3,aed_free_market,9014.222222222224,IRR per AED,tgju.org API (Jalali-month mean),8900.0
2015-06-22,1394-04-01,1394,4,aed_free_market,8894.6,IRR per AED,tgju.org API (Jalali-month mean),8936.0
2015-07-23,1394-05-01,1394,5,aed_free_market,9094.5,IRR per AED,tgju.org API (Jalali-month mean),9200.0
2015-08-23,1394-06-01,1394,6,aed_free_market,9403.636363636364,IRR per AED,tgju.org API (Jalali-month mean),9373.0
2015-09-23,1394-07-01,1394,7,aed_free_market,9487.95,IRR per AED,tgju.org API (Jalali-month mean),9470.0
2015-10-23,1394-08-01,1394,8,aed_free_market,9678.65,IRR per AED,tgju.org API (Jalali-month mean),9840.0
2015-11-22,1394-09-01,1394,9,aed_free_market,9889.111111111111,IRR per AED,tgju.org API (Jalali-month mean),9990.0
2015-12-22,1394-10-01,1394,10,aed_free_market,9999.25,IRR per AED,tgju.org API (Jalali-month mean),9986.0
2016-01-21,1394-11-01,1394,11,aed_free_market,9816.722222222224,IRR per AED,tgju.org API (Jalali-month mean),9580.0
2016-02-20,1394-12-01,1394,12,aed_free_market,9479.35,IRR per AED,tgju.org API (Jalali-month mean),9550.0
2016-03-20,1395-01-01,1395,1,aed_free_market,9525.05,IRR per AED,tgju.org API (Jalali-month mean),9518.0
2016-04-20,1395-02-01,1395,2,aed_free_market,9447.55,IRR per AED,tgju.org API (Jalali-month mean),9430.0
2016-05-21,1395-03-01,1395,3,aed_free_market,9482.25,IRR per AED,tgju.org API (Jalali-month mean),9450.0
2016-06-21,1395-04-01,1395,4,aed_free_market,9565.105263157897,IRR per AED,tgju.org API (Jalali-month mean),9600.0
2016-07-22,1395-05-01,1395,5,aed_free_market,9671.90476190476,IRR per AED,tgju.org API (Jalali-month mean),9680.0
2016-08-22,1395-06-01,1395,6,aed_free_market,9732.388888888889,IRR per AED,tgju.org API (Jalali-month mean),9748.0
2016-09-22,1395-07-01,1395,7,aed_free_market,9823.823529411764,IRR per AED,tgju.org API (Jalali-month mean),9850.0
2016-10-22,1395-08-01,1395,8,aed_free_market,9967.285714285714,IRR per AED,tgju.org API (Jalali-month mean),10120.0
2016-11-21,1395-09-01,1395,9,aed_free_market,10836.75,IRR per AED,tgju.org API (Jalali-month mean),11230.0
2016-12-21,1395-10-01,1395,10,aed_free_market,11115.3,IRR per AED,tgju.org API (Jalali-month mean),10813.0
2017-01-20,1395-11-01,1395,11,aed_free_market,10716.047619047618,IRR per AED,tgju.org API (Jalali-month mean),10554.0
2017-02-19,1395-12-01,1395,12,aed_free_market,10486.5,IRR per AED,tgju.org API (Jalali-month mean),10580.0
2017-03-21,1396-01-01,1396,1,aed_free_market,10412.9375,IRR per AED,tgju.org API (Jalali-month mean),10300.0
2017-04-21,1396-02-01,1396,2,aed_free_market,10354.55,IRR per AED,tgju.org API (Jalali-month mean),10340.0
2017-05-22,1396-03-01,1396,3,aed_free_market,10279.52380952381,IRR per AED,tgju.org API (Jalali-month mean),10264.0
2017-06-22,1396-04-01,1396,4,aed_free_market,10318.882352941177,IRR per AED,tgju.org API (Jalali-month mean),10300.0
2017-07-23,1396-05-01,1396,5,aed_free_market,10437.727272727272,IRR per AED,tgju.org API (Jalali-month mean),10460.0
2017-08-23,1396-06-01,1396,6,aed_free_market,10675.9,IRR per AED,tgju.org API (Jalali-month mean),10702.0
2017-09-23,1396-07-01,1396,7,aed_free_market,11028.25,IRR per AED,tgju.org API (Jalali-month mean),11140.0
2017-10-23,1396-08-01,1396,8,aed_free_market,11229.5,IRR per AED,tgju.org API (Jalali-month mean),11310.0
2017-11-22,1396-09-01,1396,9,aed_free_market,11558.684210526317,IRR per AED,tgju.org API (Jalali-month mean),11625.0
2017-12-22,1396-10-01,1396,10,aed_free_market,11946.47619047619,IRR per AED,tgju.org API (Jalali-month mean),12560.0
2018-01-21,1396-11-01,1396,11,aed_free_market,13130.25,IRR per AED,tgju.org API (Jalali-month mean),13045.0
2018-02-20,1396-12-01,1396,12,aed_free_market,13424.722222222224,IRR per AED,tgju.org API (Jalali-month mean),13520.0
2018-03-21,1397-01-01,1397,1,aed_free_market,14710.555555555557,IRR per AED,tgju.org API (Jalali-month mean),15220.0
2018-04-21,1397-02-01,1397,2,aed_free_market,16634.125,IRR per AED,tgju.org API (Jalali-month mean),17310.0
2018-05-22,1397-03-01,1397,3,aed_free_market,18170.0,IRR per AED,tgju.org API (Jalali-month mean),20450.0
2018-06-22,1397-04-01,1397,4,aed_free_market,22305.636363636364,IRR per AED,tgju.org API (Jalali-month mean),25570.0
2018-07-23,1397-05-01,1397,5,aed_free_market,27977.478260869564,IRR per AED,tgju.org API (Jalali-month mean),28514.0
2018-08-23,1397-06-01,1397,6,aed_free_market,35310.65,IRR per AED,tgju.org API (Jalali-month mean),40620.0
2018-09-23,1397-07-01,1397,7,aed_free_market,38395.66666666666,IRR per AED,tgju.org API (Jalali-month mean),35750.0
2018-10-23,1397-08-01,1397,8,aed_free_market,36094.5652173913,IRR per AED,tgju.org API (Jalali-month mean),32380.0
2018-11-22,1397-09-01,1397,9,aed_free_market,30268.4,IRR per AED,tgju.org API (Jalali-month mean),27410.0
2018-12-22,1397-10-01,1397,10,aed_free_market,29709.33333333333,IRR per AED,tgju.org API (Jalali-month mean),31670.0
2019-01-21,1397-11-01,1397,11,aed_free_market,32455.75,IRR per AED,tgju.org API (Jalali-month mean),35320.0
2019-02-20,1397-12-01,1397,12,aed_free_market,35500.84210526316,IRR per AED,tgju.org API (Jalali-month mean),35122.0
2019-03-21,1398-01-01,1398,1,aed_free_market,36652.0,IRR per AED,tgju.org API (Jalali-month mean),37187.0
2019-04-21,1398-02-01,1398,2,aed_free_market,39777.5,IRR per AED,tgju.org API (Jalali-month mean),39210.0
2019-05-22,1398-03-01,1398,3,aed_free_market,36516.5625,IRR per AED,tgju.org API (Jalali-month mean),36366.0
2019-06-22,1398-04-01,1398,4,aed_free_market,34751.09090909091,IRR per AED,tgju.org API (Jalali-month mean),34110.0
2019-07-23,1398-05-01,1398,5,aed_free_market,32384.166666666668,IRR per AED,tgju.org API (Jalali-month mean),31735.0
2019-08-23,1398-06-01,1398,6,aed_free_market,31424.947368421053,IRR per AED,tgju.org API (Jalali-month mean),31420.0
2019-09-23,1398-07-01,1398,7,aed_free_market,31563.904761904763,IRR per AED,tgju.org API (Jalali-month mean),30990.0
2019-10-23,1398-08-01,1398,8,aed_free_market,32073.444444444445,IRR per AED,tgju.org API (Jalali-month mean),32817.0
2019-11-22,1398-09-01,1398,9,aed_free_market,35497.76190476191,IRR per AED,tgju.org API (Jalali-month mean),36240.0
2019-12-22,1398-10-01,1398,10,aed_free_market,36999.454545454544,IRR per AED,tgju.org API (Jalali-month mean),36950.0
2020-01-21,1398-11-01,1398,11,aed_free_market,38079.30434782609,IRR per AED,tgju.org API (Jalali-month mean),39550.0
2020-02-20,1398-12-01,1398,12,aed_free_market,42621.30434782609,IRR per AED,tgju.org API (Jalali-month mean),43910.0
2020-03-20,1399-01-01,1399,1,aed_free_market,43921.35,IRR per AED,tgju.org API (Jalali-month mean),42410.0
2020-04-20,1399-02-01,1399,2,aed_free_market,45540.37037037037,IRR per AED,tgju.org API (Jalali-month mean),48560.0
2020-05-21,1399-03-01,1399,3,aed_free_market,49333.5,IRR per AED,tgju.org API (Jalali-month mean),53410.0
2020-06-21,1399-04-01,1399,4,aed_free_market,59654.92,IRR per AED,tgju.org API (Jalali-month mean),59730.0
2020-07-22,1399-05-01,1399,5,aed_free_market,62557.6,IRR per AED,tgju.org API (Jalali-month mean),62960.0
2020-08-22,1399-06-01,1399,6,aed_free_market,68770.8,IRR per AED,tgju.org API (Jalali-month mean),74950.0
2020-09-22,1399-07-01,1399,7,aed_free_market,81573.47826086957,IRR per AED,tgju.org API (Jalali-month mean),83430.0
2020-10-22,1399-08-01,1399,8,aed_free_market,76488.04761904762,IRR per AED,tgju.org API (Jalali-month mean),71360.0
2020-11-21,1399-09-01,1399,9,aed_free_market,70757.2,IRR per AED,tgju.org API (Jalali-month mean),70630.0
2020-12-21,1399-10-01,1399,10,aed_free_market,69060.91666666667,IRR per AED,tgju.org API (Jalali-month mean),62570.0
2021-01-20,1399-11-01,1399,11,aed_free_market,67624.8,IRR per AED,tgju.org API (Jalali-month mean),71520.0
2021-02-19,1399-12-01,1399,12,aed_free_market,68863.63636363637,IRR per AED,tgju.org API (Jalali-month mean),69340.0
2021-03-21,1400-01-01,1400,1,aed_free_market,68908.42857142857,IRR per AED,tgju.org API (Jalali-month mean),66740.0
2021-04-21,1400-02-01,1400,2,aed_free_market,62690.260869565216,IRR per AED,tgju.org API (Jalali-month mean),62630.0
2021-05-22,1400-03-01,1400,3,aed_free_market,64979.6,IRR per AED,tgju.org API (Jalali-month mean),66060.0
2021-06-22,1400-04-01,1400,4,aed_free_market,67449.28,IRR per AED,tgju.org API (Jalali-month mean),67040.0
2021-07-23,1400-05-01,1400,5,aed_free_market,71026.52173913043,IRR per AED,tgju.org API (Jalali-month mean),75320.0
2021-08-23,1400-06-01,1400,6,aed_free_market,74795.92592592593,IRR per AED,tgju.org API (Jalali-month mean),74990.0
2021-09-23,1400-07-01,1400,7,aed_free_market,75219.04761904762,IRR per AED,tgju.org API (Jalali-month mean),74670.0
2021-10-23,1400-08-01,1400,8,aed_free_market,76181.2,IRR per AED,tgju.org API (Jalali-month mean),77310.0
2021-11-22,1400-09-01,1400,9,aed_free_market,76910.76923076923,IRR per AED,tgju.org API (Jalali-month mean),82430.0
2021-12-22,1400-10-01,1400,10,aed_free_market,78323.20833333333,IRR per AED,tgju.org API (Jalali-month mean),75520.0
2022-01-21,1400-11-01,1400,11,aed_free_market,74110.86363636363,IRR per AED,tgju.org API (Jalali-month mean),69160.0
2022-02-20,1400-12-01,1400,12,aed_free_market,70738.26086956522,IRR per AED,tgju.org API (Jalali-month mean),71400.0
2022-03-21,1401-01-01,1401,1,aed_free_market,74830.47619047618,IRR per AED,tgju.org API (Jalali-month mean),75860.0
2022-04-21,1401-02-01,1401,2,aed_free_market,79148.13636363637,IRR per AED,tgju.org API (Jalali-month mean),81881.0
2022-05-22,1401-03-01,1401,3,aed_free_market,82128.68,IRR per AED,tgju.org API (Jalali-month mean),82177.0
2022-06-22,1401-04-01,1401,4,aed_free_market,82402.08333333333,IRR per AED,tgju.org API (Jalali-month mean),82647.0
2022-07-23,1401-05-01,1401,5,aed_free_market,82384.2,IRR per AED,tgju.org API (Jalali-month mean),81953.0
2022-08-23,1401-06-01,1401,6,aed_free_market,83620.44,IRR per AED,tgju.org API (Jalali-month mean),86200.0
2022-09-23,1401-07-01,1401,7,aed_free_market,88890.45454545454,IRR per AED,tgju.org API (Jalali-month mean),89380.0
2022-10-23,1401-08-01,1401,8,aed_free_market,94665.76923076923,IRR per AED,tgju.org API (Jalali-month mean),96580.0
2022-11-22,1401-09-01,1401,9,aed_free_market,100478.56,IRR per AED,tgju.org API (Jalali-month mean),106790.0
2022-12-22,1401-10-01,1401,10,aed_free_market,111855.09523809524,IRR per AED,tgju.org API (Jalali-month mean),118594.0
2023-01-21,1401-11-01,1401,11,aed_free_market,123133.73684210528,IRR per AED,tgju.org API (Jalali-month mean),132620.0
2023-02-20,1401-12-01,1401,12,aed_free_market,133840.73684210525,IRR per AED,tgju.org API (Jalali-month mean),149320.0
2023-03-21,1402-01-01,1402,1,aed_free_market,141018.05263157896,IRR per AED,tgju.org API (Jalali-month mean),139999.0
2023-04-21,1402-02-01,1402,2,aed_free_market,144235.86363636365,IRR per AED,tgju.org API (Jalali-month mean),142510.0
2023-05-22,1402-03-01,1402,3,aed_free_market,136290.0,IRR per AED,tgju.org API (Jalali-month mean),135420.0
2023-06-22,1402-04-01,1402,4,aed_free_market,134680.4,IRR per AED,tgju.org API (Jalali-month mean),131670.0
2023-07-23,1402-05-01,1402,5,aed_free_market,134341.4,IRR per AED,tgju.org API (Jalali-month mean),135570.0
2023-08-23,1402-06-01,1402,6,aed_free_market,136707.8260869565,IRR per AED,tgju.org API (Jalali-month mean),137010.0
2023-09-23,1402-07-01,1402,7,aed_free_market,139408.73913043478,IRR per AED,tgju.org API (Jalali-month mean),138060.0
2023-10-23,1402-08-01,1402,8,aed_free_market,140465.0,IRR per AED,tgju.org API (Jalali-month mean),138180.0
2023-11-22,1402-09-01,1402,9,aed_free_market,138050.04166666666,IRR per AED,tgju.org API (Jalali-month mean),137160.0
2023-12-22,1402-10-01,1402,10,aed_free_market,141000.38461538462,IRR per AED,tgju.org API (Jalali-month mean),147980.0
2024-01-21,1402-11-01,1402,11,aed_free_market,153601.81818181818,IRR per AED,tgju.org API (Jalali-month mean),154740.0
2024-02-20,1402-12-01,1402,12,aed_free_market,162381.04545454544,IRR per AED,tgju.org API (Jalali-month mean),165030.0
2024-03-20,1403-01-01,1403,1,aed_free_market,175779.0,IRR per AED,tgju.org API (Jalali-month mean),178280.0
2024-04-20,1403-02-01,1403,2,aed_free_market,167116.15384615384,IRR per AED,tgju.org API (Jalali-month mean),158490.0
2024-05-21,1403-03-01,1403,3,aed_free_market,160857.69565217392,IRR per AED,tgju.org API (Jalali-month mean),161450.0
2024-06-21,1403-04-01,1403,4,aed_free_market,162802.5,IRR per AED,tgju.org API (Jalali-month mean),157720.0
2024-07-22,1403-05-01,1403,5,aed_free_market,162808.84615384616,IRR per AED,tgju.org API (Jalali-month mean),161380.0
2024-08-22,1403-06-01,1403,6,aed_free_market,162337.14285714287,IRR per AED,tgju.org API (Jalali-month mean),163170.0
2024-09-22,1403-07-01,1403,7,aed_free_market,171374.61538461538,IRR per AED,tgju.org API (Jalali-month mean),181000.0
2024-10-22,1403-08-01,1403,8,aed_free_market,187263.46153846156,IRR per AED,tgju.org API (Jalali-month mean),189180.0
2024-11-21,1403-09-01,1403,9,aed_free_market,198598.4583333333,IRR per AED,tgju.org API (Jalali-month mean),209070.0
2024-12-21,1403-10-01,1403,10,aed_free_market,220583.6,IRR per AED,tgju.org API (Jalali-month mean),222710.0
2025-01-20,1403-11-01,1403,11,aed_free_market,237861.66666666663,IRR per AED,tgju.org API (Jalali-month mean),253580.0
2025-02-19,1403-12-01,1403,12,aed_free_market,253754.78260869565,IRR per AED,tgju.org API (Jalali-month mean),268950.0
2025-03-21,1404-01-01,1404,1,aed_free_market,260797.0,IRR per AED,tgju.org API (Jalali-month mean),224280.0
2025-04-21,1404-02-01,1404,2,aed_free_market,226435.38461538465,IRR per AED,tgju.org API (Jalali-month mean),226340.0
2025-05-22,1404-03-01,1404,3,aed_free_market,225655.625,IRR per AED,tgju.org API (Jalali-month mean),228470.0
2025-06-22,1404-04-01,1404,4,aed_free_market,242130.5,IRR per AED,tgju.org API (Jalali-month mean),240570.0
2025-07-23,1404-05-01,1404,5,aed_free_market,251251.66666666663,IRR per AED,tgju.org API (Jalali-month mean),259830.0
2025-08-23,1404-06-01,1404,6,aed_free_market,275144.5833333333,IRR per AED,tgju.org API (Jalali-month mean),284210.0
2025-09-23,1404-07-01,1404,7,aed_free_market,302785.76923076925,IRR per AED,tgju.org API (Jalali-month mean),292790.0
2025-10-23,1404-08-01,1404,8,aed_free_market,298125.6,IRR per AED,tgju.org API (Jalali-month mean),309190.0
2025-11-22,1404-09-01,1404,9,aed_free_market,334742.4,IRR per AED,tgju.org API (Jalali-month mean),357380.0
2025-12-22,1404-10-01,1404,10,aed_free_market,386376.4,IRR per AED,tgju.org API (Jalali-month mean),396540.0
2026-01-21,1404-11-01,1404,11,aed_free_market,426020.8333333333,IRR per AED,tgju.org API (Jalali-month mean),445850.0
2026-02-20,1404-12-01,1404,12,aed_free_market,439935.0,IRR per AED,tgju.org API (Jalali-month mean),428110.0
2026-03-21,1405-01-01,1405,1,aed_free_market,424470.4,IRR per AED,tgju.org API (Jalali-month mean),411690.0
2026-04-21,1405-02-01,1405,2,aed_free_market,473931.8518518519,IRR per AED,tgju.org API (Jalali-month mean),488100.0
2026-05-22,1405-03-01,1405,3,aed_free_market,464858.0,IRR per AED,tgju.org API (Jalali-month mean),434520.0
2026-06-22,1405-04-01,1405,4,aed_free_market,492017.9166666667,IRR per AED,tgju.org API (Jalali-month mean),530940.0
2026-07-23,1405-05-01,1405,5,aed_free_market,520127.5,IRR per AED,tgju.org API (Jalali-month mean),515100.0
2013-06-22,1392-04-01,1392,4,coin_bahar,10000000.0,IRR per coin,tgju.org API (Jalali-month mean),10000000.0
2013-07-23,1392-05-01,1392,5,coin_bahar,10321315.789473685,IRR per coin,tgju.org API (Jalali-month mean),10330000.0
2013-08-23,1392-06-01,1392,6,coin_bahar,10384782.608695652,IRR per coin,tgju.org API (Jalali-month mean),9350000.0
2013-09-23,1392-07-01,1392,7,coin_bahar,9564304.347826088,IRR per coin,tgju.org API (Jalali-month mean),9530000.0
2013-10-23,1392-08-01,1392,8,coin_bahar,9395454.545454543,IRR per coin,tgju.org API (Jalali-month mean),9050000.0
2013-11-22,1392-09-01,1392,9,coin_bahar,8652833.333333334,IRR per coin,tgju.org API (Jalali-month mean),8550000.0
2013-12-22,1392-10-01,1392,10,coin_bahar,8709545.454545455,IRR per coin,tgju.org API (Jalali-month mean),8560000.0
2014-01-21,1392-11-01,1392,11,coin_bahar,8897333.333333334,IRR per coin,tgju.org API (Jalali-month mean),9340000.0
2014-02-20,1392-12-01,1392,12,coin_bahar,9652916.666666666,IRR per coin,tgju.org API (Jalali-month mean),9530000.0
2014-03-21,1393-01-01,1393,1,coin_bahar,9628050.0,IRR per coin,tgju.org API (Jalali-month mean),9820000.0
2014-04-21,1393-02-01,1393,2,coin_bahar,9977696.0,IRR per coin,tgju.org API (Jalali-month mean),9872000.0
2014-05-22,1393-03-01,1393,3,coin_bahar,9553823.529411765,IRR per coin,tgju.org API (Jalali-month mean),9710000.0
2014-06-22,1393-04-01,1393,4,coin_bahar,9559639.130434783,IRR per coin,tgju.org API (Jalali-month mean),9500000.0
2014-07-23,1393-05-01,1393,5,coin_bahar,9492070.0,IRR per coin,tgju.org API (Jalali-month mean),9363400.0
2014-08-23,1393-06-01,1393,6,coin_bahar,9375783.333333334,IRR per coin,tgju.org API (Jalali-month mean),9265000.0
2014-09-23,1393-07-01,1393,7,coin_bahar,9368826.08695652,IRR per coin,tgju.org API (Jalali-month mean),9343000.0
2014-10-23,1393-08-01,1393,8,coin_bahar,9136485.0,IRR per coin,tgju.org API (Jalali-month mean),9143000.0
2014-11-22,1393-09-01,1393,9,coin_bahar,9619304.76190476,IRR per coin,tgju.org API (Jalali-month mean),9915000.0
2014-12-22,1393-10-01,1393,10,coin_bahar,9969136.363636363,IRR per coin,tgju.org API (Jalali-month mean),10430000.0
2015-01-21,1393-11-01,1393,11,coin_bahar,10073425.0,IRR per coin,tgju.org API (Jalali-month mean),9744000.0
2015-02-20,1393-12-01,1393,12,coin_bahar,9577900.0,IRR per coin,tgju.org API (Jalali-month mean),9470000.0
2015-03-21,1394-01-01,1394,1,coin_bahar,9574444.444444444,IRR per coin,tgju.org API (Jalali-month mean),9630000.0
2015-04-21,1394-02-01,1394,2,coin_bahar,9455970.0,IRR per coin,tgju.org API (Jalali-month mean),9359100.0
2015-05-22,1394-03-01,1394,3,coin_bahar,9177635.0,IRR per coin,tgju.org API (Jalali-month mean),9050000.0
2015-06-22,1394-04-01,1394,4,coin_bahar,8860000.0,IRR per coin,tgju.org API (Jalali-month mean),8683000.0
2015-07-23,1394-05-01,1394,5,coin_bahar,8852015.789473685,IRR per coin,tgju.org API (Jalali-month mean),9410000.0
2015-08-23,1394-06-01,1394,6,coin_bahar,9165130.43478261,IRR per coin,tgju.org API (Jalali-month mean),9110000.0
2015-09-23,1394-07-01,1394,7,coin_bahar,9331495.23809524,IRR per coin,tgju.org API (Jalali-month mean),9419000.0
2015-10-23,1394-08-01,1394,8,coin_bahar,9207238.095238095,IRR per coin,tgju.org API (Jalali-month mean),9050000.0
2015-11-22,1394-09-01,1394,9,coin_bahar,9134333.333333334,IRR per coin,tgju.org API (Jalali-month mean),9240000.0
2015-12-22,1394-10-01,1394,10,coin_bahar,9354750.0,IRR per coin,tgju.org API (Jalali-month mean),9380000.0
2016-01-21,1394-11-01,1394,11,coin_bahar,9646400.0,IRR per coin,tgju.org API (Jalali-month mean),9848000.0
2016-02-20,1394-12-01,1394,12,coin_bahar,10027631.578947367,IRR per coin,tgju.org API (Jalali-month mean),10116000.0
2016-03-20,1395-01-01,1395,1,coin_bahar,10230100.0,IRR per coin,tgju.org API (Jalali-month mean),10258000.0
2016-04-20,1395-02-01,1395,2,coin_bahar,10292095.23809524,IRR per coin,tgju.org API (Jalali-month mean),10083000.0
2016-05-21,1395-03-01,1395,3,coin_bahar,10157050.0,IRR per coin,tgju.org API (Jalali-month mean),10280000.0
2016-06-21,1395-04-01,1395,4,coin_bahar,10878666.666666666,IRR per coin,tgju.org API (Jalali-month mean),10843000.0
2016-07-22,1395-05-01,1395,5,coin_bahar,11089404.76190476,IRR per coin,tgju.org API (Jalali-month mean),11110000.0
2016-08-22,1395-06-01,1395,6,coin_bahar,11142526.315789474,IRR per coin,tgju.org API (Jalali-month mean),11188000.0
2016-09-22,1395-07-01,1395,7,coin_bahar,10984500.0,IRR per coin,tgju.org API (Jalali-month mean),10920000.0
2016-10-22,1395-08-01,1395,8,coin_bahar,11015857.142857144,IRR per coin,tgju.org API (Jalali-month mean),10850000.0
2016-11-21,1395-09-01,1395,9,coin_bahar,11154777.777777778,IRR per coin,tgju.org API (Jalali-month mean),11294000.0
2016-12-21,1395-10-01,1395,10,coin_bahar,11497473.684210526,IRR per coin,tgju.org API (Jalali-month mean),11548000.0
2017-01-20,1395-11-01,1395,11,coin_bahar,11624850.0,IRR per coin,tgju.org API (Jalali-month mean),11680000.0
2017-02-19,1395-12-01,1395,12,coin_bahar,11770111.111111112,IRR per coin,tgju.org API (Jalali-month mean),11766000.0
2017-03-21,1396-01-01,1396,1,coin_bahar,11850000.0,IRR per coin,tgju.org API (Jalali-month mean),11874000.0
2017-04-21,1396-02-01,1396,2,coin_bahar,11783736.842105264,IRR per coin,tgju.org API (Jalali-month mean),11830000.0
2017-05-22,1396-03-01,1396,3,coin_bahar,11763800.0,IRR per coin,tgju.org API (Jalali-month mean),11767000.0
2017-06-22,1396-04-01,1396,4,coin_bahar,11765764.705882354,IRR per coin,tgju.org API (Jalali-month mean),11680000.0
2017-07-23,1396-05-01,1396,5,coin_bahar,11807809.523809524,IRR per coin,tgju.org API (Jalali-month mean),11780000.0
2017-08-23,1396-06-01,1396,6,coin_bahar,12205850.0,IRR per coin,tgju.org API (Jalali-month mean),12026000.0
2017-09-23,1396-07-01,1396,7,coin_bahar,12440550.0,IRR per coin,tgju.org API (Jalali-month mean),12620000.0
2017-10-23,1396-08-01,1396,8,coin_bahar,12997350.0,IRR per coin,tgju.org API (Jalali-month mean),13455000.0
2017-11-22,1396-09-01,1396,9,coin_bahar,13555294.11764706,IRR per coin,tgju.org API (Jalali-month mean),13692000.0
2017-12-22,1396-10-01,1396,10,coin_bahar,14322666.666666666,IRR per coin,tgju.org API (Jalali-month mean),14710000.0
2018-01-21,1396-11-01,1396,11,coin_bahar,14807050.0,IRR per coin,tgju.org API (Jalali-month mean),14410000.0
2018-02-20,1396-12-01,1396,12,coin_bahar,15468555.555555556,IRR per coin,tgju.org API (Jalali-month mean),15830000.0
2018-03-21,1397-01-01,1397,1,coin_bahar,17321176.470588237,IRR per coin,tgju.org API (Jalali-month mean),17710000.0
2018-04-21,1397-02-01,1397,2,coin_bahar,18452692.307692308,IRR per coin,tgju.org API (Jalali-month mean),19350000.0
2018-05-22,1397-03-01,1397,3,coin_bahar,22043913.04347826,IRR per coin,tgju.org API (Jalali-month mean),24160000.0
