date_gregorian,date_jalali,year_jalali,month_jalali,series_id,value,unit,source,gregorian_stamp
2008-04-20,1387-02-01,1387,2,ppi_wb,80.3195784284561,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200805
2008-05-21,1387-03-01,1387,3,ppi_wb,81.6454889294972,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200806
2008-06-21,1387-04-01,1387,4,ppi_wb,84.4502996047767,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200807
2008-07-22,1387-05-01,1387,5,ppi_wb,86.4901619140708,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200808
2008-08-22,1387-06-01,1387,6,ppi_wb,88.0200586460414,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200809
2008-09-22,1387-07-01,1387,7,ppi_wb,88.9379966852237,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200810
2008-10-22,1387-08-01,1387,8,ppi_wb,89.549955378012,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200811
2008-11-21,1387-09-01,1387,9,ppi_wb,89.2949725893502,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200812
2008-12-21,1387-10-01,1387,10,ppi_wb,88.5810207810973,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200901
2009-01-20,1387-11-01,1387,11,ppi_wb,88.2750414347032,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200902
2009-02-19,1387-12-01,1387,12,ppi_wb,88.0200586460414,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200903
2009-03-21,1388-01-01,1388,1,ppi_wb,88.1220517615061,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200904
2009-04-21,1388-02-01,1388,2,ppi_wb,88.683013896562,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200905
2009-05-22,1388-03-01,1388,3,ppi_wb,89.7539416089414,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200906
2009-06-22,1388-04-01,1388,4,ppi_wb,91.1818452254473,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200907
2009-07-23,1388-05-01,1388,5,ppi_wb,92.2017763800944,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200908
2009-08-23,1388-06-01,1388,6,ppi_wb,91.6918108027708,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200909
2009-09-23,1388-07-01,1388,7,ppi_wb,92.0487867068973,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200910
2009-10-23,1388-08-01,1388,8,ppi_wb,93.6806765543326,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200911
2009-11-22,1388-09-01,1388,9,ppi_wb,94.2926352471208,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",200912
2009-12-22,1388-10-01,1388,10,ppi_wb,94.751604266712,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201001
2010-01-21,1388-11-01,1388,11,ppi_wb,95.5675491904296,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201002
2010-02-20,1388-12-01,1388,12,ppi_wb,96.3834941141473,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201003
2010-03-21,1389-01-01,1389,1,ppi_wb,97.2504355955973,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201004
2010-04-21,1389-02-01,1389,2,ppi_wb,98.7293357698355,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201005
2010-05-22,1389-03-01,1389,3,ppi_wb,98.7803323275679,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201006
2010-06-22,1389-04-01,1389,4,ppi_wb,99.3922910203561,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201007
2010-07-23,1389-05-01,1389,5,ppi_wb,101.483149887383,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201008
2010-08-23,1389-06-01,1389,6,ppi_wb,101.993115464706,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201009
2010-09-23,1389-07-01,1389,7,ppi_wb,103.930984658535,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201010
2010-10-23,1389-08-01,1389,8,ppi_wb,105.460881390506,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201011
2010-11-22,1389-09-01,1389,9,ppi_wb,106.276826314224,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201012
2010-12-22,1389-10-01,1389,10,ppi_wb,122.544728230844,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201101
2011-01-21,1389-11-01,1389,11,ppi_wb,126.930432195827,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201102
2011-02-20,1389-12-01,1389,12,ppi_wb,129.37826696698,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201103
2011-03-21,1390-01-01,1390,1,ppi_wb,133.865964047427,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201104
2011-04-21,1390-02-01,1390,2,ppi_wb,137.282733415494,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201105
2011-05-22,1390-03-01,1390,3,ppi_wb,138.608643916536,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201106
2011-06-22,1390-04-01,1390,4,ppi_wb,139.883557859845,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201107
2011-07-23,1390-05-01,1390,5,ppi_wb,141.872423611406,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201108
2011-08-23,1390-06-01,1390,6,ppi_wb,143.300327227912,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201109
2011-09-23,1390-07-01,1390,7,ppi_wb,145.391186094939,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201110
2011-10-23,1390-08-01,1390,8,ppi_wb,147.023075942374,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201111
2011-11-22,1390-09-01,1390,9,ppi_wb,148.195996770218,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201112
2011-12-22,1390-10-01,1390,10,ppi_wb,149.419914155794,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201201
2012-01-21,1390-11-01,1390,11,ppi_wb,153.295652543453,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201202
2012-02-20,1390-12-01,1390,12,ppi_wb,156.610428796056,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201203
2012-03-20,1391-01-01,1391,1,ppi_wb,159.058263567209,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201204
2012-04-20,1391-02-01,1391,2,ppi_wb,161.302112107433,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201205
2012-05-21,1391-03-01,1391,3,ppi_wb,163.545960647656,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201206
2012-06-21,1391-04-01,1391,4,ppi_wb,168.951595767286,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201207
2012-07-22,1391-05-01,1391,5,ppi_wb,174.051251540521,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201208
2012-08-22,1391-06-01,1391,6,ppi_wb,178.742934851897,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201209
2012-09-22,1391-07-01,1391,7,ppi_wb,193.480940036547,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201210
2012-10-22,1391-08-01,1391,8,ppi_wb,201.844375504653,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201211
2012-11-21,1391-09-01,1391,9,ppi_wb,202.252347966512,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201212
2012-12-21,1391-10-01,1391,10,ppi_wb,206.179082911903,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201301
2013-01-20,1391-11-01,1391,11,ppi_wb,218.367260209936,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201302
2013-02-19,1391-12-01,1391,12,ppi_wb,220.815094981089,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201303
2013-03-21,1392-01-01,1392,1,ppi_wb,224.384854022353,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201304
2013-04-21,1392-02-01,1392,2,ppi_wb,228.8725511028,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201305
2013-05-22,1392-03-01,1392,3,ppi_wb,233.513237856445,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201306
2013-06-22,1392-04-01,1392,4,ppi_wb,241.87667332455,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201307
2013-07-23,1392-05-01,1392,5,ppi_wb,244.517855389589,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201308
2013-08-23,1392-06-01,1392,6,ppi_wb,248.27111411359,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201309
2013-09-23,1392-07-01,1392,7,ppi_wb,251.885363255222,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201310
2013-10-23,1392-08-01,1392,8,ppi_wb,255.638621979223,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201311
2013-11-22,1392-09-01,1392,9,ppi_wb,257.028717802927,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201312
2013-12-22,1392-10-01,1392,10,ppi_wb,258.140794461891,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201401
2014-01-21,1392-11-01,1392,11,ppi_wb,259.113861538484,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201402
2014-02-20,1392-12-01,1392,12,ppi_wb,260.364947779818,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201403
2014-03-21,1393-01-01,1393,1,ppi_wb,266.898398151228,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201404
2014-04-21,1393-02-01,1393,2,ppi_wb,276.907088081899,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201405
2014-05-22,1393-03-01,1393,3,ppi_wb,277.741145576122,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201406
2014-06-22,1393-04-01,1393,4,ppi_wb,281.911433047235,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201407
2014-07-23,1393-05-01,1393,5,ppi_wb,284.552615112273,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201408
2014-08-23,1393-06-01,1393,6,ppi_wb,286.498749265459,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201409
2014-09-23,1393-07-01,1393,7,ppi_wb,287.193797177311,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201410
2014-10-23,1393-08-01,1393,8,ppi_wb,288.861912165756,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201411
2014-11-22,1393-09-01,1393,9,ppi_wb,290.808046318942,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201412
2014-12-22,1393-10-01,1393,10,ppi_wb,290.808046318942,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201501
2015-01-21,1393-11-01,1393,11,ppi_wb,288.583893001015,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201502
2015-02-20,1393-12-01,1393,12,ppi_wb,289.834979242349,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201503
2015-03-21,1394-01-01,1394,1,ppi_wb,290.530027154201,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201504
2015-04-21,1394-02-01,1394,2,ppi_wb,293.44922838398,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201505
2015-05-22,1394-03-01,1394,3,ppi_wb,298.453573349316,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201506
2015-06-22,1394-04-01,1394,4,ppi_wb,297.897535019834,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201507
2015-07-23,1394-05-01,1394,5,ppi_wb,300.399707502502,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201508
2015-08-23,1394-06-01,1394,6,ppi_wb,299.565650008279,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201509
2015-09-23,1394-07-01,1394,7,ppi_wb,300.260697920132,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201510
2015-10-23,1394-08-01,1394,8,ppi_wb,300.260697920132,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201511
2015-11-22,1394-09-01,1394,9,ppi_wb,300.677726667243,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201512
2015-12-22,1394-10-01,1394,10,ppi_wb,298.870602096427,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201601
2016-01-21,1394-11-01,1394,11,ppi_wb,298.314563766946,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201602
2016-02-20,1394-12-01,1394,12,ppi_wb,299.982678755391,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201603
2016-03-20,1395-01-01,1395,1,ppi_wb,300.677726667243,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201604
2016-04-20,1395-02-01,1395,2,ppi_wb,302.484851238059,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201605
2016-05-21,1395-03-01,1395,3,ppi_wb,303.318908732281,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201606
2016-06-21,1395-04-01,1395,4,ppi_wb,305.960090797319,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201607
2016-07-22,1395-05-01,1395,5,ppi_wb,308.184244115246,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201608
2016-08-22,1395-06-01,1395,6,ppi_wb,310.408397433173,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201609
2016-09-22,1395-07-01,1395,7,ppi_wb,312.076512421618,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201610
2016-10-22,1395-08-01,1395,8,ppi_wb,314.995713651397,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201611
2016-11-21,1395-09-01,1395,9,ppi_wb,321.251144858067,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201612
2016-12-21,1395-10-01,1395,10,ppi_wb,324.309355670216,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201701
2017-01-20,1395-11-01,1395,11,ppi_wb,325.004403582068,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201702
2017-02-19,1395-12-01,1395,12,ppi_wb,327.228556899995,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201703
2017-03-21,1396-01-01,1396,1,ppi_wb,328.479643141329,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201704
2017-04-21,1396-02-01,1396,2,ppi_wb,328.340633558959,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201705
2017-05-22,1396-03-01,1396,3,ppi_wb,329.730729382663,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201706
2017-06-22,1396-04-01,1396,4,ppi_wb,333.205968941924,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201707
2017-07-23,1396-05-01,1396,5,ppi_wb,338.905361819111,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201708
2017-08-23,1396-06-01,1396,6,ppi_wb,343.770697202077,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201709
2017-09-23,1396-07-01,1396,7,ppi_wb,348.358013420301,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201710
2017-10-23,1396-08-01,1396,8,ppi_wb,350.582166738228,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201711
2017-11-22,1396-09-01,1396,9,ppi_wb,355.725521285934,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201712
2017-12-22,1396-10-01,1396,10,ppi_wb,359.756799174676,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201801
