date_gregorian,date_jalali,year_jalali,month_jalali,series_id,value,unit,source,gregorian_stamp
2011-03-21,1390-01-01,1390,1,cpi_core_wb,12.47,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201104
2011-04-21,1390-02-01,1390,2,cpi_core_wb,12.79,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201105
2011-05-22,1390-03-01,1390,3,cpi_core_wb,12.95,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201106
2011-06-22,1390-04-01,1390,4,cpi_core_wb,13.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201107
2011-07-23,1390-05-01,1390,5,cpi_core_wb,13.23,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201108
2011-08-23,1390-06-01,1390,6,cpi_core_wb,13.44,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201109
2011-09-23,1390-07-01,1390,7,cpi_core_wb,13.64,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201110
2011-10-23,1390-08-01,1390,8,cpi_core_wb,13.85,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201111
2011-11-22,1390-09-01,1390,9,cpi_core_wb,13.9,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201112
2011-12-22,1390-10-01,1390,10,cpi_core_wb,14.14,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201201
2012-01-21,1390-11-01,1390,11,cpi_core_wb,14.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201202
2012-02-20,1390-12-01,1390,12,cpi_core_wb,14.69,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201203
2012-03-20,1391-01-01,1391,1,cpi_core_wb,14.86,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201204
2012-04-20,1391-02-01,1391,2,cpi_core_wb,15.17,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201205
2012-05-21,1391-03-01,1391,3,cpi_core_wb,15.37,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201206
2012-06-21,1391-04-01,1391,4,cpi_core_wb,15.66,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201207
2012-07-22,1391-05-01,1391,5,cpi_core_wb,16.18,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201208
2012-08-22,1391-06-01,1391,6,cpi_core_wb,16.46,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201209
2012-09-22,1391-07-01,1391,7,cpi_core_wb,17.22,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201210
2012-10-22,1391-08-01,1391,8,cpi_core_wb,17.69,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201211
2012-11-21,1391-09-01,1391,9,cpi_core_wb,18.2,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201212
2012-12-21,1391-10-01,1391,10,cpi_core_wb,18.58,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201301
2013-01-20,1391-11-01,1391,11,cpi_core_wb,19.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201302
2013-02-19,1391-12-01,1391,12,cpi_core_wb,19.87,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201303
2013-03-21,1392-01-01,1392,1,cpi_core_wb,20.43,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201304
2013-04-21,1392-02-01,1392,2,cpi_core_wb,20.7,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201305
2013-05-22,1392-03-01,1392,3,cpi_core_wb,21.18,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201306
2013-06-22,1392-04-01,1392,4,cpi_core_wb,21.67,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201307
2013-07-23,1392-05-01,1392,5,cpi_core_wb,22.14,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201308
2013-08-23,1392-06-01,1392,6,cpi_core_wb,22.35,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201309
2013-09-23,1392-07-01,1392,7,cpi_core_wb,22.45,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201310
2013-10-23,1392-08-01,1392,8,cpi_core_wb,22.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201311
2013-11-22,1392-09-01,1392,9,cpi_core_wb,23.13,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201312
2013-12-22,1392-10-01,1392,10,cpi_core_wb,23.32,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201401
2014-01-21,1392-11-01,1392,11,cpi_core_wb,23.41,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201402
2014-02-20,1392-12-01,1392,12,cpi_core_wb,23.73,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201403
2014-03-21,1393-01-01,1393,1,cpi_core_wb,24.13,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201404
2014-04-21,1393-02-01,1393,2,cpi_core_wb,24.51,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201405
2014-05-22,1393-03-01,1393,3,cpi_core_wb,24.88,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201406
2014-06-22,1393-04-01,1393,4,cpi_core_wb,25.13,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201407
2014-07-23,1393-05-01,1393,5,cpi_core_wb,25.41,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201408
2014-08-23,1393-06-01,1393,6,cpi_core_wb,25.72,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201409
2014-09-23,1393-07-01,1393,7,cpi_core_wb,25.93,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201410
2014-10-23,1393-08-01,1393,8,cpi_core_wb,26.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201411
2014-11-22,1393-09-01,1393,9,cpi_core_wb,26.45,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201412
2014-12-22,1393-10-01,1393,10,cpi_core_wb,26.82,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201501
2015-01-21,1393-11-01,1393,11,cpi_core_wb,26.93,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201502
2015-02-20,1393-12-01,1393,12,cpi_core_wb,27.18,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201503
2015-03-21,1394-01-01,1394,1,cpi_core_wb,27.43,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201504
2015-04-21,1394-02-01,1394,2,cpi_core_wb,27.81,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201505
2015-05-22,1394-03-01,1394,3,cpi_core_wb,28.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201506
2015-06-22,1394-04-01,1394,4,cpi_core_wb,28.17,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201507
2015-07-23,1394-05-01,1394,5,cpi_core_wb,28.36,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201508
2015-08-23,1394-06-01,1394,6,cpi_core_wb,28.5,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201509
2015-09-23,1394-07-01,1394,7,cpi_core_wb,28.64,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201510
2015-10-23,1394-08-01,1394,8,cpi_core_wb,28.73,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201511
2015-11-22,1394-09-01,1394,9,cpi_core_wb,28.95,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201512
2015-12-22,1394-10-01,1394,10,cpi_core_wb,29.25,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201601
2016-01-21,1394-11-01,1394,11,cpi_core_wb,29.29,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201602
2016-02-20,1394-12-01,1394,12,cpi_core_wb,29.44,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201603
2016-03-20,1395-01-01,1395,1,cpi_core_wb,29.72,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201604
2016-04-20,1395-02-01,1395,2,cpi_core_wb,29.88,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201605
2016-05-21,1395-03-01,1395,3,cpi_core_wb,30.08,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201606
2016-06-21,1395-04-01,1395,4,cpi_core_wb,30.01,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201607
2016-07-22,1395-05-01,1395,5,cpi_core_wb,30.25,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201608
2016-08-22,1395-06-01,1395,6,cpi_core_wb,30.33,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201609
2016-09-22,1395-07-01,1395,7,cpi_core_wb,30.33,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201610
2016-10-22,1395-08-01,1395,8,cpi_core_wb,30.34,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201611
2016-11-21,1395-09-01,1395,9,cpi_core_wb,30.5,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201612
2016-12-21,1395-10-01,1395,10,cpi_core_wb,30.77,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201701
2017-01-20,1395-11-01,1395,11,cpi_core_wb,30.98,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201702
2017-02-19,1395-12-01,1395,12,cpi_core_wb,31.37,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201703
2017-03-21,1396-01-01,1396,1,cpi_core_wb,31.57,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201704
2017-04-21,1396-02-01,1396,2,cpi_core_wb,31.77,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201705
2017-05-22,1396-03-01,1396,3,cpi_core_wb,32.09,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201706
2017-06-22,1396-04-01,1396,4,cpi_core_wb,32.05,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201707
2017-07-23,1396-05-01,1396,5,cpi_core_wb,32.08,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201708
2017-08-23,1396-06-01,1396,6,cpi_core_wb,32.17,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201709
2017-09-23,1396-07-01,1396,7,cpi_core_wb,32.39,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201710
2017-10-23,1396-08-01,1396,8,cpi_core_wb,32.44,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201711
2017-11-22,1396-09-01,1396,9,cpi_core_wb,32.81,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201712
2017-12-22,1396-10-01,1396,10,cpi_core_wb,33.05,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201801
2018-01-21,1396-11-01,1396,11,cpi_core_wb,33.57,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201802
2018-02-20,1396-12-01,1396,12,cpi_core_wb,33.85,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201803
2018-03-21,1397-01-01,1397,1,cpi_core_wb,34.19,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201804
2018-04-21,1397-02-01,1397,2,cpi_core_wb,34.65,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201805
2018-05-22,1397-03-01,1397,3,cpi_core_wb,35.22,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201806
2018-06-22,1397-04-01,1397,4,cpi_core_wb,36.68,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201807
2018-07-23,1397-05-01,1397,5,cpi_core_wb,38.29,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201808
2018-08-23,1397-06-01,1397,6,cpi_core_wb,40.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201809
2018-09-23,1397-07-01,1397,7,cpi_core_wb,42.22,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201810
2018-10-23,1397-08-01,1397,8,cpi_core_wb,43.24,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201811
2018-11-22,1397-09-01,1397,9,cpi_core_wb,44.02,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201812
2018-12-22,1397-10-01,1397,10,cpi_core_wb,44.95,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201901
2019-01-21,1397-11-01,1397,11,cpi_core_wb,46.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201902
2019-02-20,1397-12-01,1397,12,cpi_core_wb,47.46,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201903
2019-03-21,1398-01-01,1398,1,cpi_core_wb,48.58,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201904
2019-04-21,1398-02-01,1398,2,cpi_core_wb,50.03,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201905
2019-05-22,1398-03-01,1398,3,cpi_core_wb,50.88,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201906
2019-06-22,1398-04-01,1398,4,cpi_core_wb,51.68,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201907
2019-07-23,1398-05-01,1398,5,cpi_core_wb,52.29,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201908
2019-08-23,1398-06-01,1398,6,cpi_core_wb,52.39,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201909
2019-09-23,1398-07-01,1398,7,cpi_core_wb,53.35,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201910
2019-10-23,1398-08-01,1398,8,cpi_core_wb,54.17,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201911
2019-11-22,1398-09-01,1398,9,cpi_core_wb,56.15,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201912
2019-12-22,1398-10-01,1398,10,cpi_core_wb,57.03,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202001
2020-01-21,1398-11-01,1398,11,cpi_core_wb,58.41,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202002
2020-02-20,1398-12-01,1398,12,cpi_core_wb,59.63,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202003
2020-03-20,1399-01-01,1399,1,cpi_core_wb,60.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202004
2020-04-20,1399-02-01,1399,2,cpi_core_wb,62.52,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202005
2020-05-21,1399-03-01,1399,3,cpi_core_wb,64.04,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202006
2020-06-21,1399-04-01,1399,4,cpi_core_wb,67.43,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202007
2020-07-22,1399-05-01,1399,5,cpi_core_wb,69.56,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202008
2020-08-22,1399-06-01,1399,6,cpi_core_wb,71.86,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202009
2020-09-22,1399-07-01,1399,7,cpi_core_wb,76.54,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202010
2020-10-22,1399-08-01,1399,8,cpi_core_wb,78.43,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202011
2020-11-21,1399-09-01,1399,9,cpi_core_wb,79.55,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202012
2020-12-21,1399-10-01,1399,10,cpi_core_wb,81.18,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202101
2021-01-20,1399-11-01,1399,11,cpi_core_wb,83.36,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202102
2021-02-19,1399-12-01,1399,12,cpi_core_wb,85.59,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202103
2021-03-21,1400-01-01,1400,1,cpi_core_wb,88.68,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202104
2021-04-21,1400-02-01,1400,2,cpi_core_wb,90.22,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202105
2021-05-22,1400-03-01,1400,3,cpi_core_wb,92.12,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202106
2021-06-22,1400-04-01,1400,4,cpi_core_wb,94.31,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202107
2021-07-23,1400-05-01,1400,5,cpi_core_wb,96.56,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202108
2021-08-23,1400-06-01,1400,6,cpi_core_wb,99.08,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202109
2021-09-23,1400-07-01,1400,7,cpi_core_wb,100.97,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202110
2021-10-23,1400-08-01,1400,8,cpi_core_wb,102.96,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202111
2021-11-22,1400-09-01,1400,9,cpi_core_wb,105.15,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202112
2021-12-22,1400-10-01,1400,10,cpi_core_wb,107.86,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202201
2022-01-21,1400-11-01,1400,11,cpi_core_wb,110.19,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202202
2022-02-20,1400-12-01,1400,12,cpi_core_wb,111.91,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202203
2022-03-21,1401-01-01,1401,1,cpi_core_wb,114.09,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202204
2022-04-21,1401-02-01,1401,2,cpi_core_wb,117.84,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202205
2022-05-22,1401-03-01,1401,3,cpi_core_wb,122.85,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202206
2022-06-22,1401-04-01,1401,4,cpi_core_wb,126.48,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202207
2022-07-23,1401-05-01,1401,5,cpi_core_wb,129.97,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202208
2022-08-23,1401-06-01,1401,6,cpi_core_wb,132.72,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202209
2022-09-23,1401-07-01,1401,7,cpi_core_wb,135.68,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202210
2022-10-23,1401-08-01,1401,8,cpi_core_wb,139.95,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202211
2022-11-22,1401-09-01,1401,9,cpi_core_wb,145.24,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202212
2022-12-22,1401-10-01,1401,10,cpi_core_wb,149.42,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202301
2023-01-21,1401-11-01,1401,11,cpi_core_wb,154.62,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202302
2023-02-20,1401-12-01,1401,12,cpi_core_wb,161.43,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202303
2023-03-21,1402-01-01,1402,1,cpi_core_wb,166.23,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202304
2023-04-21,1402-02-01,1402,2,cpi_core_wb,170.94,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202305
2023-05-22,1402-03-01,1402,3,cpi_core_wb,175.06,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202306
2023-06-22,1402-04-01,1402,4,cpi_core_wb,178.32,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202307
2023-07-23,1402-05-01,1402,5,cpi_core_wb,182.95,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202308
2023-08-23,1402-06-01,1402,6,cpi_core_wb,187.24,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202309
2023-09-23,1402-07-01,1402,7,cpi_core_wb,192.06,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202310
2023-10-23,1402-08-01,1402,8,cpi_core_wb,197.63,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202311
2023-11-22,1402-09-01,1402,9,cpi_core_wb,203.37,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202312
2023-12-22,1402-10-01,1402,10,cpi_core_wb,207.17,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202401
2024-01-21,1402-11-01,1402,11,cpi_core_wb,213.9,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202402
2024-02-20,1402-12-01,1402,12,cpi_core_wb,219.7,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202403
2024-03-20,1403-01-01,1403,1,cpi_core_wb,224.36,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202404
2024-04-20,1403-02-01,1403,2,cpi_core_wb,231.63,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202405
2024-05-21,1403-03-01,1403,3,cpi_core_wb,236.92,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202406
2024-06-21,1403-04-01,1403,4,cpi_core_wb,241.76,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202407
2024-07-22,1403-05-01,1403,5,cpi_core_wb,247.86,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202408
2024-08-22,1403-06-01,1403,6,cpi_core_wb,253.64,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202409
2024-09-22,1403-07-01,1403,7,cpi_core_wb,259.31,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202410
2024-10-22,1403-08-01,1403,8,cpi_core_wb,265.59,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202411
2024-11-21,1403-09-01,1403,9,cpi_core_wb,272.67,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202412
2024-12-21,1403-10-01,1403,10,cpi_core_wb,277.66,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202501
2025-01-20,1403-11-01,1403,11,cpi_core_wb,287.74,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202502
2025-02-19,1403-12-01,1403,12,cpi_core_wb,296.77,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",202503
2011-03-21,1390-01-01,1390,1,cpi_energy_wb,17.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201104
2011-04-21,1390-02-01,1390,2,cpi_energy_wb,18.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201105
2011-05-22,1390-03-01,1390,3,cpi_energy_wb,18.6,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201106
2011-06-22,1390-04-01,1390,4,cpi_energy_wb,19.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201107
2011-07-23,1390-05-01,1390,5,cpi_energy_wb,20.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201108
2011-08-23,1390-06-01,1390,6,cpi_energy_wb,20.5,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201109
2011-09-23,1390-07-01,1390,7,cpi_energy_wb,20.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201110
2011-10-23,1390-08-01,1390,8,cpi_energy_wb,21.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201111
2011-11-22,1390-09-01,1390,9,cpi_energy_wb,21.2,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201112
2011-12-22,1390-10-01,1390,10,cpi_energy_wb,21.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201201
2012-01-21,1390-11-01,1390,11,cpi_energy_wb,21.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201202
2012-02-20,1390-12-01,1390,12,cpi_energy_wb,21.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201203
2012-03-20,1391-01-01,1391,1,cpi_energy_wb,21.6,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201204
2012-04-20,1391-02-01,1391,2,cpi_energy_wb,21.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201205
2012-05-21,1391-03-01,1391,3,cpi_energy_wb,22.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201206
2012-06-21,1391-04-01,1391,4,cpi_energy_wb,22.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201207
2012-07-22,1391-05-01,1391,5,cpi_energy_wb,23.0,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201208
2012-08-22,1391-06-01,1391,6,cpi_energy_wb,23.7,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201209
2012-09-22,1391-07-01,1391,7,cpi_energy_wb,24.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201210
2012-10-22,1391-08-01,1391,8,cpi_energy_wb,24.7,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201211
2012-11-21,1391-09-01,1391,9,cpi_energy_wb,24.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201212
2012-12-21,1391-10-01,1391,10,cpi_energy_wb,25.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201301
2013-01-20,1391-11-01,1391,11,cpi_energy_wb,25.2,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201302
2013-02-19,1391-12-01,1391,12,cpi_energy_wb,25.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201303
2013-03-21,1392-01-01,1392,1,cpi_energy_wb,25.6,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201304
2013-04-21,1392-02-01,1392,2,cpi_energy_wb,25.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201305
2013-05-22,1392-03-01,1392,3,cpi_energy_wb,26.6,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201306
2013-06-22,1392-04-01,1392,4,cpi_energy_wb,27.3,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201307
2013-07-23,1392-05-01,1392,5,cpi_energy_wb,27.7,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201308
2013-08-23,1392-06-01,1392,6,cpi_energy_wb,28.2,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201309
2013-09-23,1392-07-01,1392,7,cpi_energy_wb,28.6,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201310
2013-10-23,1392-08-01,1392,8,cpi_energy_wb,29.4,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201311
2013-11-22,1392-09-01,1392,9,cpi_energy_wb,29.8,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201312
2013-12-22,1392-10-01,1392,10,cpi_energy_wb,30.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201401
2014-01-21,1392-11-01,1392,11,cpi_energy_wb,30.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201402
2014-02-20,1392-12-01,1392,12,cpi_energy_wb,30.1,index,"World Bank Global Inflation Database (Ha, Kose & Ohnsorge)",201403
